TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-09-03,2024-09-03,CM,BSE,STK,519003,INE537F01012,MODINATUR,XT,,,,,MODI NATURALS LIMITED,314.00,314.00,305.00,310.15,314.00,314.00,,310.15,,,1170,366097.00,43,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519014,INE100E01012,PRSNTIN,X,,,,,PRASHANT INDIA LTD.,13.40,13.40,13.39,13.39,13.39,14.00,,13.39,,,2,26.00,2,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519031,INE455D01012,SHAHFOOD,XT,,,,,SHAH FOODS LTD.,221.80,221.80,221.80,221.80,221.80,221.80,,221.80,,,1,221.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519091,INE488B01017,TASTYBITE,B,,,,,TASTY BITE EATABLES LTD.,13883.55,13883.80,13450.05,13572.80,13572.80,13683.80,,13538.60,,,829,11309903.00,363,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519097,INE534D01014,RITESHIN,X,,,,,RITESH INTERNATIONAL LTD.,26.89,27.20,26.41,26.65,26.94,26.89,,26.65,,,5616,151319.00,70,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519105,INE488D01021,AVTNPL,B,,,,,AVT NATURAL PRODUCTS LTD.,91.75,92.83,89.25,90.47,90.47,90.10,,90.58,,,39969,3640009.00,532,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519126,INE254N01026,HNDFDS,B,,,,,HINDUSTAN FOODS LTD.,570.00,587.00,570.00,579.90,576.00,572.25,,579.65,,,12735,7399360.00,1065,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519136,INE289A01011,NAHARINDUS,B,,,,,NAHAR INDUSTRIAL ENTERPRISES L,156.95,157.70,154.15,154.75,155.15,156.35,,155.03,,,12129,1887317.00,640,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519152,INE693D01018,VADILENT,X,,,,,VADILAL ENTERPRISES LTD.,5250.00,5830.00,5250.00,5615.00,5650.00,5300.00,,5615.00,,,327,1868595.00,69,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519156,INE694D01016,VADILALIND,B,,,,,VADILAL INDUSTRIES LTD.,4140.30,4275.05,4111.40,4139.20,4154.90,4149.85,,4136.90,,,4200,17624323.00,1074,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519174,INE709D01012,ASHAI,XT,,,,,ASHIANA AGRO INDUSTRIES LTD.,13.91,13.91,13.91,13.91,13.91,14.19,,13.91,,,352,4896.00,5,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519183,INE982B01027,ADFFOODS,B,,,,,ADF FOODS LTD.,265.75,266.00,257.00,259.55,259.55,269.80,,259.50,,,60208,15747693.00,1621,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519191,INE601N01010,RGRL,X,,,,,Retro Green Revolution Limited,9.04,9.30,9.04,9.20,9.13,9.14,,9.20,,,21761,200236.00,181,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519216,INE601B01023,AJANTSOY,X,,,,,AJANTA SOYA LTD.,50.90,51.00,46.53,49.03,49.03,45.58,,49.03,,,2685445,132222074.00,7998,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519224,INE210A01017,WILLAMAGOR,B,,,,,WILLIAMSON MAGOR & COMPANY LTD,37.89,37.89,36.90,36.92,36.92,37.50,,36.84,,,1265,47391.00,54,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519230,INE102C01020,KISAAN,XT,,,,,KISAAN PARIVAR INDUSTRIES LIMI,44.73,44.73,44.73,44.73,44.73,43.86,,44.73,,,650,29074.00,4,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519234,INE843L01012,SIEL,XT,,,,,SUPERIOR INDUSTRIAL ENTERPRISE,62.14,65.24,62.14,63.57,63.57,62.14,,63.57,,,860,55843.00,26,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519238,INE233P01017,SPTRSHI,XT,,,,,SAPTARISHI AGRO INDUSTRIES LTD,42.50,42.50,42.50,42.50,42.50,43.36,,42.50,,,838,35615.00,9,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519260,INE890C01046,SANWARIA,Z,,,,,SANWARIA CONSUMER LIMITED,0.61,0.61,0.59,0.59,0.59,0.60,,0.57,,,2410518,1450035.00,384,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519262,INE297D01018,PRIMAGR,X,,,,,PRIMA AGRO LTD.,30.99,30.99,26.11,27.15,26.38,26.73,,27.15,,,9677,259994.00,85,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519279,INE110C01015,MADHURIND,XT,,,,,MADHUR INDUSTRIES LTD.,7.58,7.58,7.58,7.58,7.58,7.58,,7.58,,,1,7.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519285,INE906C01016,TARAI,Z,,,,,TARAI FOODS LTD.,10.68,10.68,9.95,9.95,9.95,10.47,,9.95,,,6954,72586.00,36,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519287,INE617B01011,MODAIRY,XT,,,,,MODERN DAIRIES LTD.,59.39,59.39,58.26,59.39,59.39,56.57,,59.39,,,361140,21443139.00,495,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519295,INE921D01013,BAMBINO,X,,,,,BAMBINO AGRO INDUSTRIES LTD.,429.95,429.95,410.50,422.80,422.80,419.00,,422.80,,,1264,530411.00,63,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519299,INE543F01028,PRIMIND,Z,,,,,PRIME INDUSTRIES LTD.,185.90,185.90,174.80,177.80,177.80,184.00,,177.80,,,9238,1664274.00,152,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519307,INE706A01022,VIKASWSP,Z,,,,,VIKAS WSP LTD.,1.66,1.66,1.60,1.61,1.60,1.66,,1.61,,,189633,308973.00,124,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519331,INE923K01014,VSFPROJ,X,,,,,VSF PROJECTS LTD.,56.00,57.00,54.00,56.10,57.00,55.85,,56.10,,,1697,94702.00,30,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519359,INE809E01018,POONADAL,X,,,,,POONA DAL & OIL INDUSTRIES LTD,91.00,95.25,84.75,86.53,88.10,87.25,,86.53,,,69193,6168949.00,785,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519367,INE213P01027,TRANSFD,XT,,,,,TRANSGLOBE FOODS LTD.,160.25,160.25,152.55,160.00,160.00,160.30,,160.00,,,34,5365.00,7,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519383,INE087B01017,ANIKINDS,T,,,,,ANIK INDUSTRIES LTD.,79.98,80.00,77.50,78.00,78.00,79.98,,77.66,,,4178,326556.00,33,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519397,INE220Z01013,SHINDL,XT,,,,,SHARAT INDUSTRIES LTD.,47.47,47.47,45.62,45.90,45.90,46.55,,45.90,,,6412,295731.00,31,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519421,INE953E01014,KSE,X,,,,,KSE LTD.,2672.80,2677.00,2543.00,2560.15,2560.15,2720.90,,2560.15,,,5931,15202698.00,430,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519439,INE062E01014,PIONAGR,XT,,,,,PIONEER AGRO EXTRACTS LTD.,14.01,14.01,14.01,14.01,14.01,13.35,,14.01,,,100,1401.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519455,INE540C01021,NARBADA,X,,,,,NARBADA GEMS AND JEWELLERY LTD,75.50,75.50,67.85,68.80,69.80,73.74,,68.80,,,25868,1800178.00,422,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519457,INE295C01014,VIRATCRA,X,,,,,VIRAT CRANE INDUSTRIES LTD.,71.00,72.70,67.60,69.89,69.89,70.72,,69.89,,,9148,638669.00,93,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519463,INE678B01021,IBINFO,XT,,,,,IB INFOTECH ENTERPRISES LTD.,211.65,211.65,211.65,211.65,211.65,215.95,,211.65,,,1,211.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519471,INE072V01017,AMBARPIL,X,,,,,Ambar Protein Industries Limit,160.60,160.60,150.05,160.20,160.20,157.45,,160.20,,,530,82875.00,45,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519475,INE975C01011,CHORDIA,X,,,,,CHORDIA FOOD PRODUCTS LTD.,84.72,84.72,84.69,84.70,84.69,86.70,,84.70,,,50,4235.00,2,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519477,INE052V01019,CIANAGRO,XT,,,,,CIAN Agro Ind & Infra Ltd,116.30,121.00,116.30,121.00,121.00,118.65,,121.00,,,33451,4040341.00,142,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519483,INE358D01018,TAIIND,X,,,,,TAI INDUSTRIES LTD.,39.40,40.00,39.40,40.00,40.00,39.26,,40.00,,,1024,40640.00,15,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519500,INE356C01022,BKV,X,,,,,BKV INDUSTRIES LTD.,12.85,13.51,12.85,13.23,13.10,12.96,,13.23,,,5947,79286.00,72,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519506,INE630N01019,NCCBLUE,P,,,,,NCC BLUE WATER PRODUCTS LTD.,13.95,13.95,13.95,13.95,13.95,13.29,,13.95,,,400,5580.00,3,F1,100,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519528,INE369C01017,NORBTEAEXP,B,,,,,NORBEN TEA & EXPORTS LTD.,14.99,15.15,14.54,14.93,14.90,14.70,,14.73,,,3844,57906.00,33,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519532,INE822B01017,ASIANTNE,XT,,,,,ASIAN TEA & EXPORTS LTD.,14.71,15.60,14.71,15.30,15.30,15.26,,15.30,,,7928,121400.00,67,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519552,INE978A01027,HERITGFOOD,A,,,,,HERITAGE FOODS LIMITED,551.70,567.00,548.60,561.00,561.00,551.70,,561.30,,,16736,9355927.00,735,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519566,INE354D01017,SIMRAN,XT,,,,,SIMRAN FARMS LTD.,219.70,219.70,206.55,217.15,217.15,210.50,,217.15,,,15261,3284400.00,150,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519574,INE092301014,HINDUST,XT,,,,,HINDUSTAN AGRIGENETICS LTD.,68.00,74.41,67.33,74.41,74.41,70.87,,74.41,,,20873,1527548.00,175,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519600,INE421D01022,CCL,A,,,,,CCL PRODUCTS (INDIA) LTD.,729.00,732.75,718.60,721.90,722.00,720.70,,721.70,,,5474,3967725.00,402,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519602,INE164B01022,KELLTONTEC,B,,,,,KELLTON TECH SOLUTIONS LTD.,154.00,154.50,151.55,152.15,152.00,152.65,,152.07,,,48234,7361404.00,866,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519604,INE565E01016,SURFI,X,,,,,SURYO FOODS & INDUSTRIES LTD.,16.25,16.70,16.25,16.55,16.55,17.00,,16.55,,,148,2442.00,6,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519606,INE177M01013,INTEGFD,XT,,,,,INTEGRATED PROTEINS LTD.,33.82,33.82,33.82,33.82,33.82,33.82,,33.82,,,10,338.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,519612,INE734D01010,MAHAANF,XT,,,,,MAHAAN FOODS LTD.,64.00,69.00,64.00,66.75,66.75,66.71,,66.75,,,1289,83955.00,28,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520008,INE209B01025,RICOAUTO,B,,,,,RICO AUTO INDUSTRIES LTD.,121.50,121.50,118.50,119.15,119.20,119.20,,119.15,,,81909,9751162.00,1199,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520021,INE090B01011,OMAXAUTO,B,,,,,OMAX AUTOS LTD.,135.10,135.10,133.70,133.75,133.75,134.00,,133.51,,,1148,153877.00,52,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520043,INE577A01027,MUNJALSHOW,B,,,,,MUNJAL SHOWA LTD.,188.00,192.35,185.40,186.55,188.50,185.50,,186.52,,,244745,46115254.00,3910,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520051,INE039C01032,JAMNAAUTO,A,,,,,JAMNA AUTO INDUSTRIES LTD.,127.45,127.45,125.50,126.35,126.15,126.05,,126.35,,,117568,14867730.00,1774,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520056,INE105A01035,TVSHLTD,A,,,,,TVS Holdings Limited,13692.70,14140.00,13546.90,13923.00,13765.60,13693.20,,13909.60,,,1113,15321139.00,476,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520057,INE643A01035,JTEKTINDIA,B,,,,,JTEKT India Ltd,171.00,171.75,167.15,168.70,169.35,169.25,,168.68,,,29705,5021721.00,871,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520059,INE672B01032,MUNJALAU,B,,,,,MUNJAL AUTO INDUSTRIES LTD.,124.55,127.05,122.30,125.95,125.95,122.15,,125.94,,,552930,68929336.00,6654,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520066,INE571B01036,JAYBARMARU,B,,,,,JAY BHARAT MARUTI LTD.,104.95,105.10,103.55,103.85,103.60,104.00,,103.82,,,17403,1811556.00,588,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520073,INE704B01017,RACLGEAR,B,,,,,RACL Geartech Limited,1014.00,1014.00,996.25,1000.10,1003.00,1000.60,,1000.10,,,9432,9440536.00,326,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520075,INE706B01012,SAMKRG,X,,,,,SAMKRG PISTONS & RINGS LTD.,200.25,204.80,198.60,199.25,199.95,200.25,,199.25,,,4104,823375.00,106,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520081,INE315F01013,ECSTSTL,P,,,,,EAST COAST STEEL LTD.,21.90,21.94,21.90,21.94,21.94,20.90,,21.94,,,200,4384.00,2,F1,100,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520086,INE075B01020,SICALLOG,T,,,,,SICAL LOGISTICS LTD.,146.10,146.10,146.10,146.10,146.10,139.15,,146.10,,,35580,5198238.00,26,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520111,INE703B01027,RATNAMANI,A,,,,,RATNAMANI METALS & TUBES LTD.,3740.55,3773.35,3703.05,3755.25,3734.00,3730.30,,3755.40,,,2181,8189844.00,610,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520113,INE386A01015,VESUVIUS,A,,,,,VESUVIUS INDIA LTD.,5449.90,5640.35,5449.90,5530.30,5512.55,5414.35,,5524.75,,,974,5402949.00,381,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520119,INE900C01027,ASAL,B,,,,,AUTOMOTIVE STAMPINGS & ASSEMBL,813.00,821.05,805.00,808.25,808.25,813.00,,810.15,,,4947,4019251.00,639,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520121,INE276D01012,ARCEEIN,X,,,,,ARCEE INDUSTRIES LTD.,6.47,6.47,6.15,6.15,6.15,6.47,,6.15,,,110,679.00,4,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520123,INE125D01011,ABCINDQ,X,,,,,ABC INDIA LTD.,143.95,152.90,140.00,147.00,142.00,143.95,,147.00,,,31663,4733374.00,277,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520127,INE654B01014,BALTE,XT,,,,,BALURGHAT TECHNOLOGIES LTD.,27.82,27.82,27.82,27.82,27.82,27.82,,27.82,,,1557,43315.00,2,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520131,INE229E01019,COARO,P,,,,,COASTAL ROADWAYS LTD.,39.27,39.27,39.27,39.27,39.27,37.40,,39.27,,,2300,90321.00,3,F1,100,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520141,INE441C01014,SIBARAUT,X,,,,,SIBAR AUTO PARTS LTD.,12.39,12.71,11.74,11.92,11.92,12.15,,11.92,,,18867,224024.00,69,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520151,INE757B01015,SHREYAS,B,,,,,SHREYAS SHIPPING & LOGISTICS L,313.80,324.25,312.10,314.50,313.10,317.40,,313.90,,,4979,1583235.00,299,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,520155,INE580C01019,STARLOG,X,,,,,Starlog Enterprises Limited,35.49,35.49,33.69,34.58,35.38,35.69,,34.58,,,10992,378723.00,62,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521005,INE807M01023,TITANIN,X,,,,,TITAN INTECH LIMITED,41.99,41.99,41.99,41.99,41.99,44.19,,41.99,,,45152,1895932.00,427,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521014,INE022C01012,EUROTEXIND,B,,,,,EUROTEX INDUSTRIES & EXPORTS L,14.10,15.39,14.10,15.39,15.39,14.69,,14.89,,,940,14401.00,5,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521016,INE483B01026,ICIL,A,,,,,INDO COUNT INDUSTRIES LTD.,419.10,427.30,411.10,418.35,416.75,419.20,,418.85,,,25300,10583184.00,1429,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521018,INE882A01013,MARALOVER,B,,,,,MARAL OVERSEAS LTD.,77.00,81.15,76.50,79.01,79.02,78.13,,79.06,,,3799,300937.00,282,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521034,INE314C01013,SOMATEX,B,,,,,SOMA TEXTILES & INDUSTRIES LTD,36.31,36.31,34.85,35.23,34.85,35.60,,35.13,,,7293,260017.00,153,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521048,INE900E01015,ADVLIFE,X,,,,,ADVANCE LIFESTYLES LTD.,54.50,54.60,52.00,54.50,54.50,52.00,,54.50,,,1051,57190.00,4,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521054,INE092E01011,KAKTEX,X,,,,,KAKATIYA TEXTILES LTD.,24.00,24.00,23.36,24.00,24.00,24.05,,24.00,,,2301,55173.00,16,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521062,INE814L01013,OCTAVE,XT,,,,,PERFECT-OCTAVE MEDIA PROJECTS,4.50,4.72,4.34,4.34,4.34,4.56,,4.34,,,9915,44041.00,63,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521064,INE064C01022,TRIDENT,A,,,,,TRIDENT LTD.,36.83,37.18,36.83,36.93,36.93,36.87,,36.91,,,771764,28525748.00,5249,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521068,INE689E01014,HISARSP,P,,,,,HISAR SPINNING MILLS LTD.,45.00,45.00,45.00,45.00,45.00,45.15,,45.00,,,100,4500.00,1,F1,100,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521070,INE270A01029,ALOKINDS,A,,,,,ALOK INDUSTRIES LTD.,26.58,26.96,26.40,26.86,26.86,26.60,,26.85,,,1866327,49886378.00,3906,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521080,INE604F01010,PASARI,XT,,,,,PASARI SPINNING MILLS LTD.,12.09,12.09,11.50,11.68,11.93,11.93,,11.68,,,9949,116264.00,90,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521097,INE484D01012,AMARJOTHI,X,,,,,AMARJOTHI SPINNING MILLS LTD.,223.90,223.90,217.00,219.40,218.05,221.80,,219.40,,,5488,1209738.00,100,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521105,INE482O01021,OLYMPTX,XT,,,,,OLYMPIA INDUSTRIES LTD.,53.99,53.99,50.00,52.37,52.36,52.06,,52.37,,,4213,214768.00,58,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521109,INE123B01028,NAGREEKEXP,T,,,,,NAGREEKA EXPORTS LTD.,43.00,43.99,42.04,42.67,42.50,43.84,,42.87,,,19446,835739.00,113,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521113,INE691D01012,SUDTIND-B,X,,,,,SUDITI INDUSTRIES LTD.,15.80,18.79,14.90,17.76,17.50,15.91,,17.76,,,120946,2020300.00,266,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521131,INE363D01018,SBFL,X,,,,,Shree Bhavya Fabrics Limited,23.32,24.25,23.02,24.20,24.25,23.74,,24.20,,,1520,36232.00,20,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521137,INE958A01011,EUREKAI,X,,,,,EUREKA INDUSTRIES LTD.,5.39,5.39,5.39,5.39,5.39,5.14,,5.39,,,68625,369888.00,48,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521141,INE122D01026,ADITYASP,X,,,,,ADITYA SPINNERS LTD.,22.74,23.10,22.12,22.59,22.59,22.74,,22.59,,,2948,66804.00,115,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521149,INE419E01024,PRIMEURB,X,,,,,PRIME URBAN DEVELOPMENT INDIA,9.17,9.89,9.17,9.74,9.74,9.60,,9.74,,,1203,11741.00,24,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521151,INE953D01016,DHANFAB,X,,,,,DHANLAXMI FABRICS LTD.,70.00,71.50,68.10,68.10,68.10,68.12,,68.10,,,473,32866.00,21,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521161,INE456D01010,SLSTLQ,XT,,,,,SRI LAKSHMI SARASWATHI TEXTILE,58.31,58.31,58.31,58.31,58.31,61.37,,58.31,,,513,29913.00,5,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521163,INE206B01013,ZODIACLOTH,T,,,,,ZODIAC CLOTHING CO.LTD.,128.05,130.00,127.05,127.10,127.10,131.30,,127.86,,,519,66380.00,15,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521178,INE306D01017,SRMCL,XT,,,,,SRI RAMAKRISHNA MILLS (COIMBAT,72.52,74.00,72.52,72.52,72.52,74.00,,72.52,,,12598,920132.00,47,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521180,INE662A01027,SUPERSPIN,B,,,,,SUPER SPINNING MILLS LTD.,9.50,9.74,9.26,9.38,9.49,9.74,,9.35,,,23983,226653.00,128,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521194,INE923A01015,SILINV,B,,,,,SIL INVESTMENTS LTD.,599.35,599.35,581.10,588.30,584.00,588.75,,586.75,,,2269,1340081.00,86,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521200,INE713B01026,SURYALAXMI,B,,,,,SURYALAKSHMI COTTON MILLS LTD.,81.01,89.05,81.01,88.57,89.05,88.86,,88.07,,,6385,560998.00,238,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521206,INE931D01020,SAMTEX,X,,,,,SAMTEX FASHIONS LTD.,3.13,3.26,2.82,3.14,3.14,3.20,,3.14,,,89163,272337.00,221,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521216,INE220C01012,DHANROTO,X,,,,,DHANALAXMI ROTO SPINNERS LTD.,172.10,179.75,172.10,176.40,176.40,174.45,,176.40,,,2000,350361.00,32,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521220,INE497D01022,DAMODARIND,B,,,,,DAMODAR INDUSTRIES LTD.,46.50,48.58,46.50,47.43,47.36,47.40,,47.56,,,2639,125970.00,85,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521222,INE602D01027,SANBLUE,XT,,,,,SANBLUE CORPORATION LTD.,49.00,49.00,49.00,49.00,49.00,50.00,,49.00,,,1,49.00,1,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521226,INE980D01019,UNIROYAL,XT,,,,,UNIROYAL INDUSTRIES LTD.,28.15,28.15,28.15,28.15,28.15,27.60,,28.15,,,605,17030.00,7,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521228,INE083G01031,TATIAGLOB,X,,,,,TATIA GLOBAL VENNTURE LTD.,3.50,3.70,3.42,3.59,3.59,3.47,,3.59,,,383227,1381490.00,512,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521232,INE124M01015,SUNILTX,P,,,,,SUNIL INDUSTRIES LTD.,73.50,73.50,73.50,73.50,73.50,70.00,,73.50,,,200,14700.00,1,F1,100,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521234,INE443E01016,SRINACHA,X,,,,,SRI NACHAMMAI COTTON MILLS LTD,35.46,36.81,35.01,35.01,35.01,36.10,,35.01,,,431,15660.00,9,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521238,INE893C01032,KDL,XT,,,,,KKRRAFTON Developers Limited,288.20,288.20,275.00,288.20,288.20,274.50,,288.20,,,10702,3078865.00,250,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521240,INE304D01012,SAMBANDAM,X,,,,,SAMBANDAM SPINNING MILLS LTD.,172.00,185.00,167.00,181.40,182.00,166.15,,181.40,,,4509,805285.00,83,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521242,INE292D01019,KANDAGIRI,X,,,,,KANDAGIRI SPINNING MILLS LTD.,28.31,28.31,27.14,27.14,27.14,26.98,,27.14,,,160,4343.00,3,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521244,INE676G01024,MKPMOB,XT,,,,,MKP Mobility Limited,293.00,293.00,291.40,293.00,293.00,279.05,,293.00,,,66,19320.00,16,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521246,INE162C01024,PARASPETRO,T,,,,,PARAS PETROFILS LTD.,3.76,3.76,3.76,3.76,3.76,3.83,,3.76,,,8928,33569.00,52,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,521248,INE602G01020,KITEX,B,,,,,KITEX GARMENTS LTD.,369.00,401.40,362.50,401.40,401.40,364.95,,401.70,,,59531,22907889.00,2396,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,522001,INE608B01010,CRANEX,X,,,,,CRANEX LTD.,130.95,130.95,130.95,130.95,130.95,119.05,,130.95,,,25422,3329010.00,108,F1,1,,,,,
2024-09-03,2024-09-03,CM,BSE,STK,522004,INE177C01022,BATLIBOI,X,,,,,BATLIBOI LTD.,179.00,183.00,172.00,179.65,179.65,167.60,,179.65,,,298253,53141598.00,2029,F1,1,,,,,
